pl_name,hostname,hip_name,default_flag,sy_snum,sy_pnum
HD 207832 b,HD 207832,HIP 107985,0,3,2
HD 207832 b,HD 207832,HIP 107985,1,3,2
HD 207832 b,HD 207832,HIP 107985,0,3,2
HD 207832 c,HD 207832,HIP 107985,1,3,2
HD 207897 b,HD 207897,HIP 107038,1,1,1
HD 207897 b,HD 207897,HIP 107038,0,1,1
HD 20794 b,HD 20794,HIP 15510,0,1,4
HD 20794 b,HD 20794,HIP 15510,1,1,4
HD 20794 c,HD 20794,HIP 15510,1,1,4
HD 20794 c,HD 20794,HIP 15510,0,1,4
HD 20794 d,HD 20794,HIP 15510,0,1,4
HD 20794 d,HD 20794,HIP 15510,1,1,4
HD 20794 e,HD 20794,HIP 15510,1,1,4
HD 208487 b,HD 208487,HIP 108375,1,1,1
HD 208487 b,HD 208487,HIP 108375,0,1,1
HD 208487 b,HD 208487,HIP 108375,0,1,1
HD 208527 b,HD 208527,HIP 108296,1,1,1
HD 20868 b,HD 20868,HIP 15578,0,1,1
HD 20868 b,HD 20868,HIP 15578,1,1,1
HD 208897 b,HD 208897,HIP 108513,0,1,1
HD 208897 b,HD 208897,HIP 108513,1,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,1,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 209458 b,HD 209458,HIP 108859,0,1,1
HD 210193 b,HD 210193,HIP 109381,1,1,1
HD 210277 b,HD 210277,HIP 109378,0,1,1
HD 210277 b,HD 210277,HIP 109378,0,1,1
HD 210277 b,HD 210277,HIP 109378,1,1,1
HD 210277 b,HD 210277,HIP 109378,0,1,1
HD 210277 b,HD 210277,HIP 109378,0,1,1
HD 210702 b,HD 210702,HIP 109577,0,1,1
HD 210702 b,HD 210702,HIP 109577,0,1,1
HD 210702 b,HD 210702,HIP 109577,0,1,1
HD 210702 b,HD 210702,HIP 109577,1,1,1
HD 211403 b,HD 211403,HIP 109876,1,1,1
HD 211810 b,HD 211810,HIP 110094,1,1,1
HD 211970 b,HD 211970,HIP 110443,1,1,1
HD 212301 b,HD 212301,HIP 110852,0,2,1
HD 212301 b,HD 212301,HIP 110852,1,2,1
HD 212771 b,HD 212771,HIP 110813,1,1,1
HD 212771 b,HD 212771,HIP 110813,0,1,1
HD 212771 b,HD 212771,HIP 110813,0,1,1
HD 213240 b,HD 213240,HIP 111143,1,2,1
HD 213240 b,HD 213240,HIP 111143,0,2,1
HD 213240 b,HD 213240,HIP 111143,0,2,1
HD 213472 b,HD 213472,HIP 111136,1,1,1
HD 213885 b,HD 213885,HIP 111553,1,1,2
HD 213885 b,HD 213885,HIP 111553,0,1,2
HD 213885 c,HD 213885,HIP 111553,1,1,2
HD 21411 b,HD 21411,HIP 16012,1,1,1
HD 214823 b,HD 214823,HIP 111928,0,2,1
HD 214823 b,HD 214823,HIP 111928,1,2,1
HD 214823 b,HD 214823,HIP 111928,0,2,1
HD 214823 b,HD 214823,HIP 111928,0,2,1
HD 215152 b,HD 215152,HIP 112190,1,1,4
HD 215152 c,HD 215152,HIP 112190,1,1,4
HD 215152 d,HD 215152,HIP 112190,1,1,4
HD 215152 e,HD 215152,HIP 112190,1,1,4
HD 215497 b,HD 215497,HIP 112441,0,1,2
HD 215497 b,HD 215497,HIP 112441,1,1,2
HD 215497 c,HD 215497,HIP 112441,1,1,2
HD 215497 c,HD 215497,HIP 112441,0,1,2
HD 216435 b,HD 216435,HIP 113044,1,1,1
HD 216435 b,HD 216435,HIP 113044,0,1,1
HD 216437 b,HD 216437,HIP 113137,0,1,1
HD 216437 b,HD 216437,HIP 113137,0,1,1
HD 216437 b,HD 216437,HIP 113137,1,1,1
HD 216437 b,HD 216437,HIP 113137,0,1,1
HD 216437 b,HD 216437,HIP 113137,0,1,1
HD 216520 b,HD 216520,HIP 112527,0,1,2
HD 216520 b,HD 216520,HIP 112527,1,1,2
HD 216520 c,HD 216520,HIP 112527,1,1,2
HD 216770 b,HD 216770,HIP 113238,1,1,1
HD 216770 b,HD 216770,HIP 113238,0,1,1
HD 21693 b,HD 21693,HIP 16085,1,1,2
HD 21693 c,HD 21693,HIP 16085,1,1,2
HD 217107 b,HD 217107,HIP 113421,1,1,2
HD 217107 b,HD 217107,HIP 113421,0,1,2
HD 217107 b,HD 217107,HIP 113421,0,1,2
HD 217107 b,HD 217107,HIP 113421,0,1,2
HD 217107 b,HD 217107,HIP 113421,0,1,2
HD 217107 b,HD 217107,HIP 113421,0,1,2
HD 217107 c,HD 217107,HIP 113421,0,1,2
HD 217107 c,HD 217107,HIP 113421,0,1,2
HD 217107 c,HD 217107,HIP 113421,0,1,2
HD 217107 c,HD 217107,HIP 113421,0,1,2
HD 217107 c,HD 217107,HIP 113421,0,1,2
HD 217107 c,HD 217107,HIP 113421,1,1,2
HD 21749 c,GJ 143,HIP 16069,1,1,2
HD 21749 c,GJ 143,HIP 16069,0,1,2
HD 217786 b,HD 217786,HIP 113834,0,2,2
HD 217786 b,HD 217786,HIP 113834,0,2,2
HD 217786 b,HD 217786,HIP 113834,1,2,2
HD 217786 c,HD 217786,HIP 113834,1,2,2
HD 218566 b,HD 218566,HIP 114322,0,1,1
HD 218566 b,HD 218566,HIP 114322,1,1,1
HD 218566 b,HD 218566,HIP 114322,0,1,1
HD 219077 b,HD 219077,HIP 114699,1,1,1
HD 219077 b,HD 219077,HIP 114699,0,1,1
HD 219077 b,HD 219077,HIP 114699,0,1,1
HD 219077 b,HD 219077,HIP 114699,0,1,1
HD 219134 b,HD 219134,HIP 114622,0,1,6
HD 219134 b,HD 219134,HIP 114622,0,1,6
HD 219134 b,HD 219134,HIP 114622,0,1,6
HD 219134 b,HD 219134,HIP 114622,1,1,6
HD 219134 b,HD 219134,HIP 114622,0,1,6
HD 219134 b,HD 219134,HIP 114622,0,1,6
HD 219134 b,HD 219134,HIP 114622,0,1,6
HD 219134 c,HD 219134,HIP 114622,0,1,6
HD 219134 c,HD 219134,HIP 114622,0,1,6
HD 219134 c,HD 219134,HIP 114622,0,1,6
HD 219134 c,HD 219134,HIP 114622,1,1,6
HD 219134 c,HD 219134,HIP 114622,0,1,6
HD 219134 c,HD 219134,HIP 114622,0,1,6
HD 219134 d,HD 219134,HIP 114622,0,1,6
HD 219134 d,HD 219134,HIP 114622,0,1,6
HD 219134 d,HD 219134,HIP 114622,1,1,6
HD 219134 d,HD 219134,HIP 114622,0,1,6
HD 219134 f,HD 219134,HIP 114622,1,1,6
HD 219134 f,HD 219134,HIP 114622,0,1,6
HD 219134 f,HD 219134,HIP 114622,0,1,6
HD 219134 g,HD 219134,HIP 114622,1,1,6
HD 219134 h,HD 219134,HIP 114622,0,1,6
HD 219134 h,HD 219134,HIP 114622,1,1,6
HD 219134 h,HD 219134,HIP 114622,0,1,6
HD 219134 h,HD 219134,HIP 114622,0,1,6
HD 219828 b,HD 219828,HIP 115100,0,1,2
HD 219828 b,HD 219828,HIP 115100,0,1,2
HD 219828 b,HD 219828,HIP 115100,1,1,2
HD 219828 b,HD 219828,HIP 115100,0,1,2
HD 219828 b,HD 219828,HIP 115100,0,1,2
HD 219828 c,HD 219828,HIP 115100,1,1,2
HD 219828 c,HD 219828,HIP 115100,0,1,2
HD 219828 c,HD 219828,HIP 115100,0,1,2
HD 220074 b,HD 220074,HIP 115218,0,1,1
HD 220074 b,HD 220074,HIP 115218,1,1,1
HD 220197 b,HD 220197,HIP 115359,1,1,1
HD 220689 b,HD 220689,HIP 115662,0,1,1
HD 220689 b,HD 220689,HIP 115662,0,1,1
HD 220689 b,HD 220689,HIP 115662,1,1,1
HD 220773 b,HD 220773,HIP 115697,1,1,1
HD 220842 b,HD 220842,HIP 115714,1,2,1
HD 221287 b,HD 221287,HIP 116084,1,1,1
HD 221416 b,HD 221416,HIP 116158,0,1,1
HD 221416 b,HD 221416,HIP 116158,1,1,1
HD 221416 b,HD 221416,HIP 116158,0,1,1
HD 221420 b,HD 221420,HIP 116250,0,1,1
HD 221420 b,HD 221420,HIP 116250,0,1,1
HD 221420 b,HD 221420,HIP 116250,0,1,1
HD 221420 b,HD 221420,HIP 116250,1,1,1
HD 221420 b,HD 221420,HIP 116250,0,1,1
HD 221585 b,HD 221585,HIP 116221,1,1,1
HD 222076 b,HD 222076,HIP 116630,1,1,1
HD 222155 b,HD 222155,HIP 116616,0,1,1
HD 222155 b,HD 222155,HIP 116616,0,1,1
HD 222155 b,HD 222155,HIP 116616,1,1,1
HD 222582 b,HD 222582,HIP 116906,0,2,1
HD 222582 b,HD 222582,HIP 116906,1,2,1
HD 222582 b,HD 222582,HIP 116906,0,2,1
HD 222582 b,HD 222582,HIP 116906,0,2,1
HD 224538 b,HD 224538,HIP 118228,0,1,1
HD 224538 b,HD 224538,HIP 118228,1,1,1
HD 224538 b,HD 224538,HIP 118228,0,1,1
HD 224693 b,HD 224693,HIP 118319,1,1,1
HD 224693 b,HD 224693,HIP 118319,0,1,1
HD 22496 b,HD 22496,HIP 16711,1,1,1
HD 22781 b,HD 22781,HIP 17187,1,1,1
HD 22946 d,HD 22946,HIP 17047,1,1,3
HD 23079 b,HD 23079,HIP 17096,0,1,1
HD 23079 b,HD 23079,HIP 17096,0,1,1
HD 23079 b,HD 23079,HIP 17096,1,1,1
HD 23127 b,HD 23127,HIP 17054,1,1,1
HD 23127 b,HD 23127,HIP 17054,0,1,1
HD 23127 b,HD 23127,HIP 17054,0,1,1
HD 231701 b,HD 231701,HIP 96078,0,1,1
HD 231701 b,HD 231701,HIP 96078,0,1,1
HD 231701 b,HD 231701,HIP 96078,1,1,1
HD 233832 b,HD 233832,HIP 55806,1,2,1
HD 233832 b,HD 233832,HIP 55806,0,2,1
HD 23472 b,HD 23472,HIP 17264,0,1,5
HD 23472 b,HD 23472,HIP 17264,1,1,5
HD 23472 b,HD 23472,HIP 17264,0,1,5
HD 23472 c,HD 23472,HIP 17264,0,1,5
HD 23472 c,HD 23472,HIP 17264,0,1,5
HD 23472 c,HD 23472,HIP 17264,1,1,5
HD 23472 d,HD 23472,HIP 17264,1,1,5
HD 23472 d,HD 23472,HIP 17264,0,1,5
HD 23472 e,HD 23472,HIP 17264,1,1,5
HD 23472 e,HD 23472,HIP 17264,0,1,5
HD 23472 f,HD 23472,HIP 17264,1,1,5
HD 23472 f,HD 23472,HIP 17264,0,1,5
HD 235088 b,HD 235088,HIP 98668,0,1,1
HD 235088 b,HD 235088,HIP 98668,1,1,1
HD 23596 b,HD 23596,HIP 17747,1,2,1
HD 23596 b,HD 23596,HIP 17747,0,2,1
HD 23596 b,HD 23596,HIP 17747,0,2,1
HD 23596 b,HD 23596,HIP 17747,0,2,1
HD 23596 b,HD 23596,HIP 17747,0,2,1
HD 238090 b,HD 238090,HIP 59514,1,1,1
HD 238914 b,HD 238914,HIP 91388,1,1,1
HD 240237 b,HD 240237,HIP 114840,1,1,1
HD 240237 b,HD 240237,HIP 114840,0,1,1
HD 24040 b,HD 24040,HIP 17960,1,1,2
HD 24040 b,HD 24040,HIP 17960,0,1,2
HD 24040 b,HD 24040,HIP 17960,0,1,2
HD 24040 b,HD 24040,HIP 17960,0,1,2
HD 24040 b,HD 24040,HIP 17960,0,1,2
HD 24040 c,HD 24040,HIP 17960,1,1,2
HD 24064 b,HD 24064,HIP 18451,1,1,1
HD 24064 b,HD 24064,HIP 18451,0,1,1
HD 24085 b,HD 24085,HIP 17515,1,1,1
HD 25015 b,HD 25015,HIP 18527,1,1,1
HD 25015 b,HD 25015,HIP 18527,0,1,1
HD 25015 b,HD 25015,HIP 18527,0,1,1
HD 25171 b,HD 25171,HIP 18387,1,2,1
HD 25171 b,HD 25171,HIP 18387,0,2,1
HD 25723 b,HD 25723,HIP 19011,1,1,1
HD 260655 b,HD 260655,HIP 31635,1,1,2
HD 260655 b,HD 260655,HIP 31635,0,1,2
HD 260655 c,HD 260655,HIP 31635,0,1,2
HD 260655 c,HD 260655,HIP 31635,1,1,2
HD 26161 b,HD 26161,HIP 19428,1,1,1
HD 26161 b,HD 26161,HIP 19428,0,1,1
HD 2638 b,HD 2638,HIP 2350,1,3,1
HD 2638 b,HD 2638,HIP 2350,0,3,1
HD 2638 b,HD 2638,HIP 2350,0,3,1
HD 26965 b,HD 26965,HIP 19849,1,3,1
HD 27442 b,HD 27442,HIP 19921,1,2,1
HD 27442 b,HD 27442,HIP 19921,0,2,1
HD 27631 b,HD 27631,HIP 20199,0,1,1
HD 27631 b,HD 27631,HIP 20199,1,1,1
HD 27631 b,HD 27631,HIP 20199,0,1,1
HD 27894 b,HD 27894,HIP 20277,0,1,3
HD 27894 b,HD 27894,HIP 20277,0,1,3
HD 27894 b,HD 27894,HIP 20277,0,1,3
HD 27894 b,HD 27894,HIP 20277,1,1,3
HD 27894 c,HD 27894,HIP 20277,1,1,3
HD 27894 d,HD 27894,HIP 20277,1,1,3
HD 27894 d,HD 27894,HIP 20277,0,1,3
HD 27969 b,HD 27969,HIP 20753,1,1,1
HD 28185 b,HD 28185,HIP 20723,0,1,2
HD 28185 b,HD 28185,HIP 20723,0,1,2
HD 28185 b,HD 28185,HIP 20723,0,1,2
HD 28185 b,HD 28185,HIP 20723,0,1,2
HD 28185 b,HD 28185,HIP 20723,0,1,2
HD 28185 b,HD 28185,HIP 20723,1,1,2
HD 28185 c,HD 28185,HIP 20723,1,1,2
HD 28254 b,HD 28254,HIP 20606,0,2,1
HD 28254 b,HD 28254,HIP 20606,1,2,1
HD 285507 b,HD 285507,HIP 19207,1,1,1
HD 285507 b,HD 285507,HIP 19207,0,1,1
HD 285968 b,HD 285968,HIP 21932,1,1,1
HD 285968 b,HD 285968,HIP 21932,0,1,1
HD 285968 b,HD 285968,HIP 21932,0,1,1
HD 28678 b,HD 28678,HIP 21109,0,1,1
HD 28678 b,HD 28678,HIP 21109,0,1,1
HD 28678 b,HD 28678,HIP 21109,1,1,1
HD 29021 b,HD 29021,HIP 21571,0,1,1
HD 29021 b,HD 29021,HIP 21571,1,1,1
HD 290327 b,HD 290327,HIP 25191,0,1,1
HD 290327 b,HD 290327,HIP 25191,1,1,1
HD 2952 b,HD 2952,HIP 2611,1,1,1
HD 2952 b,HD 2952,HIP 2611,0,1,1
HD 2952 b,HD 2952,HIP 2611,0,1,1
HD 30177 b,HD 30177,HIP 21850,0,1,2
HD 30177 b,HD 30177,HIP 21850,0,1,2
HD 30177 b,HD 30177,HIP 21850,0,1,2
HD 30177 b,HD 30177,HIP 21850,1,1,2
HD 30177 b,HD 30177,HIP 21850,0,1,2
HD 30177 b,HD 30177,HIP 21850,0,1,2
HD 30177 c,HD 30177,HIP 21850,1,1,2
HD 30177 c,HD 30177,HIP 21850,0,1,2
HD 30562 b,HD 30562,HIP 22336,0,1,1
HD 30562 b,HD 30562,HIP 22336,0,1,1
HD 30562 b,HD 30562,HIP 22336,1,1,1
HD 30562 b,HD 30562,HIP 22336,0,1,1
HD 30669 b,HD 30669,HIP 22320,1,1,1
HD 30856 b,HD 30856,HIP 22491,0,2,1
HD 30856 b,HD 30856,HIP 22491,1,2,1
HD 30856 b,HD 30856,HIP 22491,0,2,1
HD 31253 b,HD 31253,HIP 22826,0,1,1
HD 31253 b,HD 31253,HIP 22826,1,1,1
HD 31253 b,HD 31253,HIP 22826,0,1,1
HD 31527 b,HD 31527,HIP 22905,1,1,3
HD 31527 c,HD 31527,HIP 22905,1,1,3
HD 31527 d,HD 31527,HIP 22905,1,1,3
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 b,HD 3167,HIP 2736,1,1,4
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 b,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,1,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 c,HD 3167,HIP 2736,0,1,4
HD 3167 d,HD 3167,HIP 2736,0,1,4
HD 3167 d,HD 3167,HIP 2736,1,1,4
HD 3167 d,HD 3167,HIP 2736,0,1,4
HD 3167 e,HD 3167,HIP 2736,0,1,4
HD 3167 e,HD 3167,HIP 2736,1,1,4
HD 32518 b,HD 32518,HIP 24003,1,1,1
HD 32518 b,HD 32518,HIP 24003,0,1,1
HD 32963 b,HD 32963,HIP 23884,0,1,1
HD 32963 b,HD 32963,HIP 23884,0,1,1
HD 32963 b,HD 32963,HIP 23884,1,1,1
HD 330075 b,HD 330075,HIP 77517,1,1,1
HD 330075 b,HD 330075,HIP 77517,0,1,1
HD 33142 b,HD 33142,HIP 23844,0,1,3
HD 33142 b,HD 33142,HIP 23844,0,1,3
HD 33142 b,HD 33142,HIP 23844,1,1,3
HD 33142 b,HD 33142,HIP 23844,0,1,3
HD 33142 c,HD 33142,HIP 23844,1,1,3
HD 33142 c,HD 33142,HIP 23844,0,1,3
HD 33142 d,HD 33142,HIP 23844,1,1,3
HD 33283 b,HD 33283,HIP 23889,0,2,1
HD 33283 b,HD 33283,HIP 23889,1,2,1
HD 33283 b,HD 33283,HIP 23889,0,2,1
HD 33564 b,HD 33564,HIP 25110,1,1,1
HD 33844 b,HD 33844,HIP 24275,1,1,2
HD 33844 b,HD 33844,HIP 24275,0,1,2
HD 33844 c,HD 33844,HIP 24275,1,1,2
HD 34445 b,HD 34445,HIP 24681,1,1,6
HD 34445 b,HD 34445,HIP 24681,0,1,6
HD 34445 b,HD 34445,HIP 24681,0,1,6
HD 34445 b,HD 34445,HIP 24681,0,1,6
HD 34445 c,HD 34445,HIP 24681,1,1,6
HD 34445 d,HD 34445,HIP 24681,1,1,6
HD 34445 e,HD 34445,HIP 24681,1,1,6
HD 34445 f,HD 34445,HIP 24681,1,1,6
HD 34445 g,HD 34445,HIP 24681,1,1,6
HD 35759 b,HD 35759,HIP 25883,1,1,1
HD 36384 b,HD 36384,HIP 26638,1,1,1
HD 3651 b,HD 3651,HIP 3093,0,1,1
HD 3651 b,HD 3651,HIP 3093,0,1,1
HD 3651 b,HD 3651,HIP 3093,1,1,1
HD 3651 b,HD 3651,HIP 3093,0,1,1
HD 3651 b,HD 3651,HIP 3093,0,1,1
HD 37124 b,HD 37124,HIP 26381,0,1,3
HD 37124 b,HD 37124,HIP 26381,0,1,3
HD 37124 b,HD 37124,HIP 26381,0,1,3
HD 37124 b,HD 37124,HIP 26381,1,1,3
HD 37124 b,HD 37124,HIP 26381,0,1,3
HD 37124 c,HD 37124,HIP 26381,0,1,3
HD 37124 c,HD 37124,HIP 26381,1,1,3
HD 37124 c,HD 37124,HIP 26381,0,1,3
HD 37124 c,HD 37124,HIP 26381,0,1,3
HD 37124 c,HD 37124,HIP 26381,0,1,3
HD 37124 d,HD 37124,HIP 26381,0,1,3
HD 37124 d,HD 37124,HIP 26381,0,1,3
HD 37124 d,HD 37124,HIP 26381,0,1,3
HD 37124 d,HD 37124,HIP 26381,1,1,3
HD 37605 b,HD 37605,HIP 26664,0,1,2
HD 37605 b,HD 37605,HIP 26664,1,1,2
HD 37605 b,HD 37605,HIP 26664,0,1,2
HD 37605 b,HD 37605,HIP 26664,0,1,2
HD 37605 b,HD 37605,HIP 26664,0,1,2
HD 37605 b,HD 37605,HIP 26664,0,1,2
HD 37605 c,HD 37605,HIP 26664,0,1,2
HD 37605 c,HD 37605,HIP 26664,1,1,2
HD 37605 c,HD 37605,HIP 26664,0,1,2
HD 3765 b,HD 3765,HIP 3206,1,1,1
HD 38283 b,HD 38283,HIP 26380,1,1,1
HD 38283 b,HD 38283,HIP 26380,0,1,1
HD 38529 b,HD 38529,HIP 27253,1,2,2
HD 38529 b,HD 38529,HIP 27253,0,2,2
HD 38529 b,HD 38529,HIP 27253,0,2,2
HD 38529 b,HD 38529,HIP 27253,0,2,2
HD 38529 b,HD 38529,HIP 27253,0,2,2
HD 38529 b,HD 38529,HIP 27253,0,2,2
HD 38529 b,HD 38529,HIP 27253,0,2,2
HD 38529 c,HD 38529,HIP 27253,0,2,2
HD 38529 c,HD 38529,HIP 27253,0,2,2
HD 38529 c,HD 38529,HIP 27253,0,2,2
HD 38529 c,HD 38529,HIP 27253,0,2,2
HD 38529 c,HD 38529,HIP 27253,0,2,2
HD 38529 c,HD 38529,HIP 27253,0,2,2
HD 38529 c,HD 38529,HIP 27253,1,2,2
HD 38801 b,HD 38801,HIP 27384,0,1,1
HD 38801 b,HD 38801,HIP 27384,1,1,1
HD 38801 b,HD 38801,HIP 27384,0,1,1
HD 38801 b,HD 38801,HIP 27384,0,1,1
HD 38801 b,HD 38801,HIP 27384,0,1,1
HD 39091 b,HD 39091,HIP 26394,0,1,3
HD 39091 b,HD 39091,HIP 26394,0,1,3
HD 39091 b,HD 39091,HIP 26394,0,1,3
HD 39091 b,HD 39091,HIP 26394,0,1,3
HD 39091 b,HD 39091,HIP 26394,0,1,3
HD 39091 b,HD 39091,HIP 26394,0,1,3
HD 39091 b,HD 39091,HIP 26394,1,1,3
HD 39091 b,HD 39091,HIP 26394,0,1,3
HD 39194 b,HD 39194,HIP 27080,1,1,3
HD 39194 c,HD 39194,HIP 27080,1,1,3
HD 39194 d,HD 39194,HIP 27080,1,1,3
HD 39855 b,HD 39855,HIP 27922 A,1,1,1
HD 40307 b,HD 40307,HIP 27887,1,1,5
HD 40307 b,HD 40307,HIP 27887,0,1,5
HD 40307 b,HD 40307,HIP 27887,0,1,5
HD 40307 c,HD 40307,HIP 27887,0,1,5
HD 40307 c,HD 40307,HIP 27887,1,1,5
HD 40307 c,HD 40307,HIP 27887,0,1,5
HD 40307 d,HD 40307,HIP 27887,1,1,5
HD 40307 d,HD 40307,HIP 27887,0,1,5
HD 40307 d,HD 40307,HIP 27887,0,1,5
HD 40307 f,HD 40307,HIP 27887,1,1,5
HD 40307 f,HD 40307,HIP 27887,0,1,5
HD 40307 f,HD 40307,HIP 27887,0,1,5
HD 40307 g,HD 40307,HIP 27887,1,1,5
HD 40307 g,HD 40307,HIP 27887,0,1,5
HD 40956 b,HD 40956,HIP 28951,1,1,1
HD 40979 b,HD 40979,HIP 28767,0,3,1
HD 40979 b,HD 40979,HIP 28767,0,3,1
HD 40979 b,HD 40979,HIP 28767,1,3,1
HD 40979 b,HD 40979,HIP 28767,0,3,1
HD 41004 A b,HD 41004 A,HIP 28393 A,1,2,2
HD 41004 B b,HD 41004 B,HIP 28393 B,1,2,2
HD 41004 B b,HD 41004 B,HIP 28393 B,0,2,2
HD 4113 b,HD 4113,HIP 3391,0,3,1
HD 4113 b,HD 4113,HIP 3391,1,3,1
HD 42012 b,HD 42012,HIP 29242,1,1,1
HD 4203 b,HD 4203,HIP 3502,0,1,2
HD 4203 b,HD 4203,HIP 3502,1,1,2
HD 4203 b,HD 4203,HIP 3502,0,1,2
HD 4203 b,HD 4203,HIP 3502,0,1,2
HD 4203 b,HD 4203,HIP 3502,0,1,2
HD 4203 c,HD 4203,HIP 3502,0,1,2
HD 4203 c,HD 4203,HIP 3502,1,1,2
HD 4203 c,HD 4203,HIP 3502,0,1,2
HD 4208 b,HD 4208,HIP 3479,0,1,1
HD 4208 b,HD 4208,HIP 3479,0,1,1
HD 4208 b,HD 4208,HIP 3479,0,1,1
HD 4208 b,HD 4208,HIP 3479,1,1,1
HD 4208 b,HD 4208,HIP 3479,0,1,1
HD 42618 b,HD 42618,HIP 29432,0,1,1
HD 42618 b,HD 42618,HIP 29432,1,1,1
HD 4308 b,HD 4308,HIP 3497,0,1,1
HD 4308 b,HD 4308,HIP 3497,1,1,1
HD 4313 b,HD 4313,HIP 3574,1,1,1
HD 4313 b,HD 4313,HIP 3574,0,1,1
HD 4313 b,HD 4313,HIP 3574,0,1,1
HD 43197 b,HD 43197,HIP 29550,0,1,2
HD 43197 b,HD 43197,HIP 29550,1,1,2
HD 43197 c,HD 43197,HIP 29550,1,1,2
HD 43691 b,HD 43691,HIP 30057,1,3,1
HD 43691 b,HD 43691,HIP 30057,0,3,1
HD 44219 b,HD 44219,HIP 30114,1,1,1
HD 44219 b,HD 44219,HIP 30114,0,1,1
HD 45184 b,HD 45184,HIP 30503,0,1,2
HD 45184 b,HD 45184,HIP 30503,1,1,2
HD 45184 c,HD 45184,HIP 30503,1,1,2
HD 45184 c,HD 45184,HIP 30503,0,1,2
HD 45350 b,HD 45350,HIP 30860,0,1,1
HD 45350 b,HD 45350,HIP 30860,1,1,1
HD 45350 b,HD 45350,HIP 30860,0,1,1
HD 45350 b,HD 45350,HIP 30860,0,1,1
HD 45364 b,HD 45364,HIP 30579,1,1,2
HD 45364 b,HD 45364,HIP 30579,0,1,2
HD 45364 c,HD 45364,HIP 30579,1,1,2
HD 45364 c,HD 45364,HIP 30579,0,1,2
HD 45652 b,HD 45652,HIP 30905,0,1,1
HD 45652 b,HD 45652,HIP 30905,0,1,1
HD 45652 b,HD 45652,HIP 30905,1,1,1
HD 46375 b,HD 46375,HIP 31246,0,2,1
HD 46375 b,HD 46375,HIP 31246,1,2,1
HD 46375 b,HD 46375,HIP 31246,0,2,1
HD 47186 b,HD 47186,HIP 31540,0,1,2
HD 47186 b,HD 47186,HIP 31540,1,1,2
HD 47186 c,HD 47186,HIP 31540,1,1,2
HD 4732 b,HD 4732,HIP 3834,0,2,2
HD 4732 b,HD 4732,HIP 3834,1,2,2
HD 4732 c,HD 4732,HIP 3834,1,2,2
HD 4732 c,HD 4732,HIP 3834,0,2,2
HD 47366 b,HD 47366,HIP 31674,1,1,2
HD 47366 b,HD 47366,HIP 31674,0,1,2
HD 47366 b,HD 47366,HIP 31674,0,1,2
HD 47366 c,HD 47366,HIP 31674,0,1,2
HD 47366 c,HD 47366,HIP 31674,0,1,2
HD 47366 c,HD 47366,HIP 31674,1,1,2
HD 47536 b,HD 47536,HIP 31688,1,1,1
HD 47536 b,HD 47536,HIP 31688,0,1,1
HD 4760 b,HD 4760,HIP 3869,1,1,1
HD 48265 b,HD 48265,HIP 31895,0,1,1
HD 48265 b,HD 48265,HIP 31895,1,1,1
HD 48265 b,HD 48265,HIP 31895,0,1,1
HD 4917 b,HD 4917,HIP 3975,1,1,1
HD 49674 b,HD 49674,HIP 32916,1,1,1
HD 49674 b,HD 49674,HIP 32916,0,1,1
